OBJECTID,SID,BASIN,SUBBASIN,NAME,NATURE,year,month,day,Hurricane_Date,LAT,LON,USA_WIND,USA_PRES,geometry
688758,2022191N14249,EP,CP,Darby,TS,2022,7,16,1658030400000,17.7,-153.4,38,1007,"LINESTRING (-153.400024413621 17.7000007626176, -154.500000000352 17.7000007626176)"
688759,2022191N14249,EP,CP,Darby,TS,2022,7,16,1658030400000,17.7,-154.5,35,1007,"LINESTRING (-154.500000000352 17.7000007626176, -155.500000000413 17.7000007626176)"
688760,2022191N14249,EP,CP,Darby,TS,2022,7,16,1658030400000,17.7,-155.5,35,1007,"LINESTRING (-155.500000000413 17.7000007626176, -156.499999999575 17.7000007626176)"
688761,2022197N12260,EP,MM,Estelle,TS,2022,7,15,1657944000000,12.0,-99.9,30,1007,"LINESTRING (-99.9000244139813 11.9999999999199, -100.300048828239 12.1999998090186)"
688762,2022197N12260,EP,MM,Estelle,TS,2022,7,15,1657944000000,12.2,-100.3,30,1007,"LINESTRING (-100.300048828239 12.1999998090186, -100.699951172229 12.5000000002813)"
688763,2022197N12260,EP,MM,Estelle,TS,2022,7,15,1657944000000,12.5,-100.7,30,1007,"LINESTRING (-100.699951172229 12.5000000002813, -101.099975585588 12.8000001904575)"
688764,2022197N12260,EP,MM,Estelle,TS,2022,7,15,1657944000000,12.8,-101.1,33,1007,"LINESTRING (-101.099975585588 12.8000001904575, -101.599975585618 13.0000000001707)"
688765,2022197N12260,EP,MM,Estelle,TS,2022,7,16,1658030400000,13.0,-101.6,35,1006,"LINESTRING (-101.599975585618 13.0000000001707, -102.099975585648 13.1999998090985)"
688766,2022197N12260,EP,MM,Estelle,TS,2022,7,16,1658030400000,13.2,-102.1,40,1005,"LINESTRING (-102.099975585648 13.1999998090985, -102.499999999905 13.399999618159)"
688767,2022197N12260,EP,MM,Estelle,TS,2022,7,16,1658030400000,13.4,-102.5,45,1003,"LINESTRING (-102.499999999905 13.399999618159, -102.900024414163 13.6000003815828)"
688768,2022197N12260,EP,MM,Estelle,TS,2022,7,16,1658030400000,13.6,-102.9,50,1000,"LINESTRING (-102.900024414163 13.6000003815828, -103.30004882842 13.8000001903407)"
688769,2022197N12260,EP,MM,Estelle,TS,2022,7,16,1658030400000,13.8,-103.3,55,997,"LINESTRING (-103.30004882842 13.8000001903407, -103.599975585739 13.8999996188537)"
688770,2022197N12260,EP,MM,Estelle,TS,2022,7,16,1658030400000,13.9,-103.6,58,995,"LINESTRING (-103.599975585739 13.8999996188537, -103.900024414223 14.1000003816827)"
688771,2022197N12260,EP,MM,Estelle,TS,2022,7,16,1658030400000,14.1,-103.9,60,993,"LINESTRING (-103.900024414223 14.1000003816827, -104.199951171542 14.3000001906163)"
688772,2022197N12260,EP,MM,Estelle,TS,2022,7,16,1658030400000,14.3,-104.2,63,992,"LINESTRING (-104.199951171542 14.3000001906163, -104.599975585799 14.499999999936)"
688773,2022197N12260,EP,MM,Estelle,TS,2022,7,17,1658116800000,14.5,-104.6,65,991,"LINESTRING (-104.599975585799 14.499999999936, -105.000000000056 14.6999998095738)"
688774,2022197N12260,EP,MM,Estelle,TS,2022,7,17,1658116800000,14.7,-105.0,68,990,"LINESTRING (-105.000000000056 14.6999998095738, -105.400024414314 14.8999996188863)"
688775,2022197N12260,EP,MM,Estelle,TS,2022,7,17,1658116800000,14.9,-105.4,70,988,"LINESTRING (-105.400024414314 14.8999996188863, -105.900024414344 15.1000003813459)"
688776,2022197N12260,EP,MM,Estelle,TS,2022,7,17,1658116800000,15.1,-105.9,73,987,"LINESTRING (-105.900024414344 15.1000003813459, -106.400024414374 15.3000001907773)"
688777,2022197N12260,EP,MM,Estelle,TS,2022,7,17,1658116800000,15.3,-106.4,75,985,"LINESTRING (-106.400024414374 15.3000001907773, -106.900024414404 15.6000003818445)"
688778,2022197N12260,EP,MM,Estelle,TS,2022,7,17,1658116800000,15.6,-106.9,75,985,"LINESTRING (-106.900024414404 15.6000003818445, -107.400024414435 15.8999996181267)"
688779,2022197N12260,EP,MM,Estelle,TS,2022,7,17,1658116800000,15.9,-107.4,75,985,"LINESTRING (-107.400024414435 15.8999996181267, -107.900024414465 16.2000007632744)"
688780,2022197N12260,EP,MM,Estelle,TS,2022,7,17,1658116800000,16.2,-107.9,73,986,"LINESTRING (-107.900024414465 16.2000007632744, -108.300048827824 16.6000003812467)"
688781,2022197N12260,EP,MM,Estelle,TS,2022,7,18,1658203200000,16.6,-108.3,70,986,"LINESTRING (-108.300048827824 16.6000003812467, -108.800048827854 17.0000000001936)"
688782,2022197N12260,EP,MM,Estelle,TS,2022,7,18,1658203200000,17.0,-108.8,70,986,"LINESTRING (-108.800048827854 17.0000000001936, -109.300048827884 17.2999992366375)"
688783,2022197N12260,EP,MM,Estelle,TS,2022,7,18,1658203200000,17.3,-109.3,70,986,"LINESTRING (-109.300048827884 17.2999992366375, -109.900024413687 17.6000003813647)"
688784,2022197N12260,EP,MM,Estelle,TS,2022,7,18,1658203200000,17.6,-109.9,70,986,"LINESTRING (-109.900024413687 17.6000003813647, -110.599975586162 17.7999992371386)"
688785,2022197N12260,EP,MM,Estelle,TS,2022,7,18,1658203200000,17.8,-110.6,70,986,"LINESTRING (-110.599975586162 17.7999992371386, -111.300048828005 18.000000000422)"
688786,2022197N12260,EP,MM,Estelle,TS,2022,7,18,1658203200000,18.0,-111.3,70,986,"LINESTRING (-111.300048828005 18.000000000422, -111.900024413808 18.1000003812774)"
688787,2022197N12260,EP,MM,Estelle,TS,2022,7,18,1658203200000,18.1,-111.9,70,986,"LINESTRING (-111.900024413808 18.1000003812774, -112.499999999611 18.2000007628896)"
688788,2022197N12260,EP,MM,Estelle,TS,2022,7,18,1658203200000,18.2,-112.5,68,987,"LINESTRING (-112.499999999611 18.2000007628896, -113.099975586313 18.2000007628896)"
688789,2022197N12260,EP,MM,Estelle,TS,2022,7,19,1658289600000,18.2,-113.1,65,988,"LINESTRING (-113.099975586313 18.2000007628896, -113.699951172116 18.2999992368814)"
688790,2022197N12260,EP,MM,Estelle,TS,2022,7,19,1658289600000,18.3,-113.7,63,990,"LINESTRING (-113.699951172116 18.2999992368814, -114.199951172146 18.399999618695)"
688791,2022197N12260,EP,MM,Estelle,TS,2022,7,19,1658289600000,18.4,-114.2,60,991,"LINESTRING (-114.199951172146 18.399999618695, -114.699951172176 18.6000003816104)"
688792,2022197N12260,EP,MM,Estelle,TS,2022,7,19,1658289600000,18.6,-114.7,58,992,"LINESTRING (-114.699951172176 18.6000003816104, -115.199951172206 18.7999992367456)"
688793,2022197N12260,EP,MM,Estelle,TS,2022,7,19,1658289600000,18.8,-115.2,55,993,"LINESTRING (-115.199951172206 18.7999992367456, -115.699951172237 19.0000000001198)"
688794,2022197N12260,EP,MM,Estelle,TS,2022,7,19,1658289600000,19.0,-115.7,55,993,"LINESTRING (-115.699951172237 19.0000000001198, -116.300048828307 19.2999992368073)"
688795,2022197N12260,EP,MM,Estelle,TS,2022,7,19,1658289600000,19.3,-116.3,55,993,"LINESTRING (-116.300048828307 19.2999992368073, -116.800048828337 19.600000381134)"
688796,2022197N12260,EP,MM,Estelle,TS,2022,7,19,1658289600000,19.6,-116.8,55,994,"LINESTRING (-116.800048828337 19.600000381134, -117.40002441414 19.8999996181856)"
688797,2022197N12260,EP,MM,Estelle,TS,2022,7,20,1658376000000,19.9,-117.4,55,994,"LINESTRING (-117.40002441414 19.8999996181856, -118.099975585716 20.2000007633495)"
688798,2022197N12260,EP,MM,Estelle,TS,2022,7,20,1658376000000,20.2,-118.1,53,996,"LINESTRING (-118.099975585716 20.2000007633495, -118.800048828458 20.3999996187472)"
688799,2022197N12260,EP,MM,Estelle,TS,2022,7,20,1658376000000,20.4,-118.8,50,997,"LINESTRING (-118.800048828458 20.3999996187472, -119.500000000034 20.7000007628024)"
688800,2022197N12260,EP,MM,Estelle,TS,2022,7,20,1658376000000,20.7,-119.5,50,997,"LINESTRING (-119.500000000034 20.7000007628024, -120.19995117161 20.8999996188328)"
688801,2022197N12260,EP,MM,Estelle,TS,2022,7,20,1658376000000,20.9,-120.2,50,997,"LINESTRING (-120.19995117161 20.8999996188328, -120.900024414352 21.100000381775)"
688802,2022197N12260,EP,MM,Estelle,TS,2022,7,20,1658376000000,21.1,-120.9,48,1000,"LINESTRING (-120.900024414352 21.100000381775, -121.599975585928 21.2999992373339)"
688803,2022197N12260,EP,MM,Estelle,TS,2022,7,20,1658376000000,21.3,-121.6,45,1002,"LINESTRING (-121.599975585928 21.2999992373339, -122.199951171731 21.5000000001851)"
688804,2022197N12260,EP,MM,Estelle,TS,2022,7,20,1658376000000,21.5,-122.2,43,1003,"LINESTRING (-122.199951171731 21.5000000001851, -122.800048827802 21.7000007630682)"
688805,2022197N12260,EP,MM,Estelle,TS,2022,7,21,1658462400000,21.7,-122.8,40,1004,"LINESTRING (-122.800048827802 21.7000007630682, -123.400024414503 21.8999996185335)"
688806,2022197N12260,EP,MM,Estelle,TS,2022,7,21,1658462400000,21.9,-123.4,38,1006,"LINESTRING (-123.400024414503 21.8999996185335, -123.900024413635 22.100000381117)"
688807,2022197N12260,EP,MM,Estelle,DS,2022,7,21,1658462400000,22.1,-123.9,35,1007,"LINESTRING (-123.900024413635 22.100000381117, -124.500000000336 22.2000007631004)"
688808,2022197N12260,EP,MM,Estelle,DS,2022,7,21,1658462400000,22.2,-124.5,33,1007,"LINESTRING (-124.500000000336 22.2000007631004, -125.000000000367 22.2999992369082)"
688809,2022197N12260,EP,MM,Estelle,DS,2022,7,21,1658462400000,22.3,-125.0,30,1007,"LINESTRING (-125.000000000367 22.2999992369082, -125.500000000397 22.2999992369082)"
688810,2022197N12260,EP,MM,Estelle,DS,2022,7,21,1658462400000,22.3,-125.5,30,1008,"LINESTRING (-125.500000000397 22.2999992369082, -126.000000000427 22.2999992369082)"
688811,2022197N12260,EP,MM,Estelle,DS,2022,7,21,1658462400000,22.3,-126.0,30,1008,"LINESTRING (-126.000000000427 22.2999992369082, -126.499999999559 22.2999992369082)"
688812,2022197N12260,EP,MM,Estelle,DS,2022,7,21,1658462400000,22.3,-126.5,28,1009,"LINESTRING (-126.499999999559 22.2999992369082, -126.900024413816 22.3999996187733)"
688813,2022197N12260,EP,MM,Estelle,DS,2022,7,22,1658548800000,22.4,-126.9,25,1009,"LINESTRING (-126.900024413816 22.3999996187733, -127.300048828073 22.5000000002187)"
688814,2022197N12260,EP,MM,Estelle,DS,2022,7,22,1658548800000,22.5,-127.3,25,1009,"LINESTRING (-127.300048828073 22.5000000002187, -127.599975586291 22.7000007632013)"
688815,2022197N12260,EP,MM,Estelle,DS,2022,7,22,1658548800000,22.7,-127.6,25,1009,"LINESTRING (-127.599975586291 22.7000007632013, -127.99999999965 22.7999992374046)"
688816,2022197N12260,EP,MM,Estelle,DS,2022,7,22,1658548800000,22.8,-128.0,25,1009,"LINESTRING (-127.99999999965 22.7999992374046, -128.300048828134 22.8999996185851)"
688817,2022197N12260,EP,MM,Estelle,DS,2022,7,22,1658548800000,22.9,-128.3,25,1009,"LINESTRING (-128.300048828134 22.8999996185851, -128.699951172124 23.0000000001123)"
688818,2022197N12260,EP,MM,Estelle,DS,2022,7,22,1658548800000,23.0,-128.7,25,1009,"LINESTRING (-128.699951172124 23.0000000001123, -128.99999999971 23.0000000001123)"
688819,2022197N12260,EP,MM,Estelle,DS,2022,7,22,1658548800000,23.0,-129.0,25,1009,"LINESTRING (-128.99999999971 23.0000000001123, -129.300048828194 23.0000000001123)"
688820,2022197N12260,EP,MM,Estelle,DS,2022,7,22,1658548800000,23.0,-129.3,25,1009,"LINESTRING (-129.300048828194 23.0000000001123, -129.599975585513 23.0000000001123)"
688821,2022197N12260,EP,MM,Estelle,DS,2022,7,23,1658635200000,23.0,-129.6,25,1009,"LINESTRING (-129.599975585513 23.0000000001123, -129.99999999977 23.0000000001123)"
688822,2022197N12260,EP,MM,Estelle,DS,2022,7,23,1658635200000,23.0,-130.0,23,1010,"LINESTRING (-129.99999999977 23.0000000001123, -130.400024414028 23.1000003817276)"
688823,2022197N12260,EP,MM,Estelle,DS,2022,7,23,1658635200000,23.1,-130.4,20,1010,"LINESTRING (-130.400024414028 23.1000003817276, -130.699951172245 23.2000007626287)"
688824,2022197N12260,EP,MM,Estelle,DS,2022,7,23,1658635200000,23.2,-130.7,20,1010,"LINESTRING (-130.699951172245 23.2000007626287, -130.999999999831 23.3999996184661)"
688825,2022197N12260,EP,MM,Estelle,DS,2022,7,23,1658635200000,23.4,-131.0,20,1010,"LINESTRING (-130.999999999831 23.3999996184661, -131.199951172275 23.4999999998205)"
688826,2022197N12260,EP,MM,Estelle,DS,2022,7,23,1658635200000,23.5,-131.2,20,1010,"LINESTRING (-131.199951172275 23.4999999998205, -131.400024414088 23.7000007631849)"
688827,2022197N12260,EP,MM,Estelle,DS,2022,7,23,1658635200000,23.7,-131.4,20,1010,"LINESTRING (-131.400024414088 23.7000007631849, -131.599975585634 23.8999996181619)"
688828,2022197N12260,EP,MM,Estelle,DS,2022,7,23,1658635200000,23.9,-131.6,20,1010,"LINESTRING (-131.599975585634 23.8999996181619, -131.800048828345 24.0000000002874)"
688842,2022207N11262,EP,MM,Frank,DS,2022,7,25,1658808000000,11.0,-98.0,25,1009,"LINESTRING (-97.9999999996334 11.0000000000286, -98.4999999996636 11.0000000000286)"
688843,2022207N11262,EP,MM,Frank,DS,2022,7,25,1658808000000,11.0,-98.5,28,1009,"LINESTRING (-98.4999999996636 11.0000000000286, -99.0999755863651 11.0000000000286)"
688844,2022207N11262,EP,MM,Frank,DS,2022,7,25,1658808000000,11.0,-99.1,30,1008,"LINESTRING (-99.0999755863651 11.0000000000286, -99.6999511721682 11.0000000000286)"
688845,2022207N11262,EP,MM,Frank,DS,2022,7,25,1658808000000,11.0,-99.7,30,1008,"LINESTRING (-99.6999511721682 11.0000000000286, -100.199951172198 11.1000003816197)"
688846,2022207N11262,EP,MM,Frank,TS,2022,7,26,1658894400000,11.1,-100.2,30,1007,"LINESTRING (-100.199951172198 11.1000003816197, -100.699951172229 11.1999998097018)"
688847,2022207N11262,EP,MM,Frank,TS,2022,7,26,1658894400000,11.2,-100.7,33,1007,"LINESTRING (-100.699951172229 11.1999998097018, -101.199951172259 11.3000001911144)"
688848,2022207N11262,EP,MM,Frank,TS,2022,7,26,1658894400000,11.3,-101.2,35,1006,"LINESTRING (-101.199951172259 11.3000001911144, -101.599975585618 11.3999996182885)"
688849,2022207N11262,EP,MM,Frank,TS,2022,7,26,1658894400000,11.4,-101.6,35,1005,"LINESTRING (-101.599975585618 11.3999996182885, -101.999999999875 11.500000000036)"
688850,2022207N11262,EP,MM,Frank,TS,2022,7,26,1658894400000,11.5,-102.0,35,1004,"LINESTRING (-101.999999999875 11.500000000036, -102.400024414132 11.500000000036)"
688851,2022207N11262,EP,MM,Frank,TS,2022,7,26,1658894400000,11.5,-102.4,35,1004,"LINESTRING (-102.400024414132 11.500000000036, -102.900024414163 11.600000381129)"
688852,2022207N11262,EP,MM,Frank,TS,2022,7,26,1658894400000,11.6,-102.9,35,1004,"LINESTRING (-102.900024414163 11.600000381129, -103.400024414193 11.6999998088876)"
688853,2022207N11262,EP,MM,Frank,TS,2022,7,26,1658894400000,11.7,-103.4,35,1004,"LINESTRING (-103.400024414193 11.6999998088876, -103.80004882845 11.8000001910279)"
688854,2022207N11262,EP,MM,Frank,TS,2022,7,27,1658980800000,11.8,-103.8,35,1004,"LINESTRING (-103.80004882845 11.8000001910279, -104.199951171542 11.8999996187695)"
688855,2022207N11262,EP,MM,Frank,TS,2022,7,27,1658980800000,11.9,-104.2,35,1004,"LINESTRING (-104.199951171542 11.8999996187695, -104.599975585799 12.1000003815761)"
688856,2022207N11262,EP,MM,Frank,TS,2022,7,27,1658980800000,12.1,-104.6,35,1004,"LINESTRING (-104.599975585799 12.1000003815761, -105.000000000056 12.1999998090186)"
688857,2022207N11262,EP,MM,Frank,TS,2022,7,27,1658980800000,12.2,-105.0,35,1004,"LINESTRING (-105.000000000056 12.1999998090186, -105.500000000087 12.3000001905374)"
688858,2022207N11262,EP,MM,Frank,TS,2022,7,27,1658980800000,12.3,-105.5,35,1004,"LINESTRING (-105.500000000087 12.3000001905374, -105.900024414344 12.3000001905374)"
688859,2022207N11262,EP,MM,Frank,TS,2022,7,27,1658980800000,12.3,-105.9,38,1003,"LINESTRING (-105.900024414344 12.3000001905374, -106.400024414374 12.3999996187908)"
688860,2022207N11262,EP,MM,Frank,TS,2022,7,27,1658980800000,12.4,-106.4,40,1002,"LINESTRING (-106.400024414374 12.3999996187908, -106.900024414404 12.5000000002813)"
688861,2022207N11262,EP,MM,Frank,TS,2022,7,27,1658980800000,12.5,-106.9,43,1001,"LINESTRING (-106.900024414404 12.5000000002813, -107.400024414435 12.6000003817237)"
688862,2022207N11262,EP,MM,Frank,TS,2022,7,28,1659067200000,12.6,-107.4,45,1000,"LINESTRING (-107.400024414435 12.6000003817237, -107.900024414465 12.6999998089308)"
688863,2022207N11262,EP,MM,Frank,TS,2022,7,28,1659067200000,12.7,-107.9,45,1000,"LINESTRING (-107.900024414465 12.6999998089308, -108.500000000268 12.8000001904575)"
688864,2022207N11262,EP,MM,Frank,TS,2022,7,28,1659067200000,12.8,-108.5,45,1000,"LINESTRING (-108.500000000268 12.8000001904575, -109.099975586071 12.899999618655)"
688865,2022207N11262,EP,MM,Frank,TS,2022,7,28,1659067200000,12.9,-109.1,45,1000,"LINESTRING (-109.099975586071 12.899999618655, -109.599975586101 12.899999618655)"
688866,2022207N11262,EP,MM,Frank,TS,2022,7,28,1659067200000,12.9,-109.6,45,1000,"LINESTRING (-109.599975586101 12.899999618655, -110.099975586131 12.899999618655)"
688867,2022207N11262,EP,MM,Frank,TS,2022,7,28,1659067200000,12.9,-110.1,48,999,"LINESTRING (-110.099975586131 12.899999618655, -110.500000000389 13.0000000001707)"
688868,2022207N11262,EP,MM,Frank,TS,2022,7,28,1659067200000,13.0,-110.5,50,997,"LINESTRING (-110.500000000389 13.0000000001707, -110.900024413748 13.1000003812692)"
688869,2022207N11262,EP,MM,Frank,TS,2022,7,28,1659067200000,13.1,-110.9,53,995,"LINESTRING (-110.900024413748 13.1000003812692, -111.300048828005 13.1999998090985)"
688870,2022207N11262,EP,MM,Frank,TS,2022,7,29,1659153600000,13.2,-111.3,55,993,"LINESTRING (-111.300048828005 13.1999998090985, -111.699951171995 13.3000001904185)"
688871,2022207N11262,EP,MM,Frank,TS,2022,7,29,1659153600000,13.3,-111.7,55,993,"LINESTRING (-111.699951171995 13.3000001904185, -111.999999999581 13.4999999996747)"
688872,2022207N11262,EP,MM,Frank,TS,2022,7,29,1659153600000,13.5,-112.0,55,993,"LINESTRING (-111.999999999581 13.4999999996747, -112.300048828065 13.6999998096696)"
688873,2022207N11262,EP,MM,Frank,TS,2022,7,29,1659153600000,13.7,-112.3,55,993,"LINESTRING (-112.300048828065 13.6999998096696, -112.599975586282 14.0000000003359)"
688874,2022207N11262,EP,MM,Frank,TS,2022,7,29,1659153600000,14.0,-112.6,55,993,"LINESTRING (-112.599975586282 14.0000000003359, -112.999999999641 14.1999998089941)"
688875,2022207N11262,EP,MM,Frank,TS,2022,7,29,1659153600000,14.2,-113.0,58,991,"LINESTRING (-112.999999999641 14.1999998089941, -113.400024413899 14.3999996189063)"
688876,2022207N11262,EP,MM,Frank,TS,2022,7,29,1659153600000,14.4,-113.4,60,989,"LINESTRING (-113.400024413899 14.3999996189063, -113.800048828156 14.6000003816703)"
688877,2022207N11262,EP,MM,Frank,TS,2022,7,29,1659153600000,14.6,-113.8,65,986,"LINESTRING (-113.800048828156 14.6000003816703, -114.199951172146 14.8999996188863)"
688878,2022207N11262,EP,MM,Frank,TS,2022,7,30,1659240000000,14.9,-114.2,70,983,"LINESTRING (-114.199951172146 14.8999996188863, -114.599975585505 15.1999998096178)"
688879,2022207N11262,EP,MM,Frank,TS,2022,7,30,1659240000000,15.2,-114.6,75,980,"LINESTRING (-114.599975585505 15.1999998096178, -114.999999999762 15.5000000002133)"
688880,2022207N11262,EP,MM,Frank,TS,2022,7,30,1659240000000,15.5,-115.0,80,976,"LINESTRING (-114.999999999762 15.5000000002133, -115.40002441402 15.8000001911128)"
688881,2022207N11262,EP,MM,Frank,TS,2022,7,30,1659240000000,15.8,-115.4,80,976,"LINESTRING (-115.40002441402 15.8000001911128, -115.800048828277 16.2000007632744)"
688882,2022207N11262,EP,MM,Frank,TS,2022,7,30,1659240000000,16.2,-115.8,80,976,"LINESTRING (-115.800048828277 16.2000007632744, -116.199951172267 16.5000000004248)"
688883,2022207N11262,EP,MM,Frank,TS,2022,7,30,1659240000000,16.5,-116.2,80,976,"LINESTRING (-116.199951172267 16.5000000004248, -116.499999999853 16.899999618424)"
688884,2022207N11262,EP,MM,Frank,TS,2022,7,30,1659240000000,16.9,-116.5,80,976,"LINESTRING (-116.499999999853 16.899999618424, -116.90002441411 17.2000007629882)"
688885,2022207N11262,EP,MM,Frank,TS,2022,7,30,1659240000000,17.2,-116.9,80,976,"LINESTRING (-116.90002441411 17.2000007629882, -117.300048828368 17.6000003813647)"
688886,2022207N11262,EP,MM,Frank,TS,2022,7,31,1659326400000,17.6,-117.3,80,976,"LINESTRING (-117.300048828368 17.6000003813647, -117.800048828398 18.000000000422)"
688887,2022207N11262,EP,MM,Frank,TS,2022,7,31,1659326400000,18.0,-117.8,78,978,"LINESTRING (-117.800048828398 18.000000000422, -118.199951171489 18.2999992368814)"
688888,2022207N11262,EP,MM,Frank,TS,2022,7,31,1659326400000,18.3,-118.2,75,979,"LINESTRING (-118.199951171489 18.2999992368814, -118.599975585747 18.6000003816104)"
688889,2022207N11262,EP,MM,Frank,TS,2022,7,31,1659326400000,18.6,-118.6,73,980,"LINESTRING (-118.599975585747 18.6000003816104, -119.000000000004 18.899999618207)"
688890,2022207N11262,EP,MM,Frank,TS,2022,7,31,1659326400000,18.9,-119.0,70,981,"LINESTRING (-119.000000000004 18.899999618207, -119.400024414261 19.2999992368073)"
688891,2022207N11262,EP,MM,Frank,TS,2022,7,31,1659326400000,19.3,-119.4,70,982,"LINESTRING (-119.400024414261 19.2999992368073, -119.800048828519 19.7000007626546)"
688892,2022207N11262,EP,MM,Frank,TS,2022,7,31,1659326400000,19.7,-119.8,70,983,"LINESTRING (-119.800048828519 19.7000007626546, -120.19995117161 20.0000000001039)"
688893,2022207N11262,EP,MM,Frank,TS,2022,7,31,1659326400000,20.0,-120.2,68,984,"LINESTRING (-120.19995117161 20.0000000001039, -120.500000000095 20.3999996187472)"
688894,2022207N11262,EP,MM,Frank,TS,2022,8,1,1659412800000,20.4,-120.5,65,984,"LINESTRING (-120.500000000095 20.3999996187472, -120.900024414352 20.7999992373411)"
688895,2022207N11262,EP,MM,Frank,TS,2022,8,1,1659412800000,20.8,-120.9,63,986,"LINESTRING (-120.900024414352 20.7999992373411, -121.300048827711 21.2000007627649)"
688896,2022207N11262,EP,MM,Frank,TS,2022,8,1,1659412800000,21.2,-121.3,60,988,"LINESTRING (-121.300048827711 21.2000007627649, -121.699951171701 21.6000003812848)"
688897,2022207N11262,EP,MM,Frank,TS,2022,8,1,1659412800000,21.6,-121.7,58,990,"LINESTRING (-121.699951171701 21.6000003812848, -122.099975585958 21.8999996185335)"
688898,2022207N11262,EP,MM,Frank,TS,2022,8,1,1659412800000,21.9,-122.1,55,992,"LINESTRING (-122.099975585958 21.8999996185335, -122.500000000215 22.2000007631004)"
688899,2022207N11262,EP,MM,Frank,TS,2022,8,1,1659412800000,22.2,-122.5,50,995,"LINESTRING (-122.500000000215 22.2000007631004, -122.900024414473 22.5000000002187)"
688900,2022207N11262,EP,MM,Frank,TS,2022,8,1,1659412800000,22.5,-122.9,45,997,"LINESTRING (-122.900024414473 22.5000000002187, -123.300048827832 22.7999992374046)"
688901,2022207N11262,EP,MM,Frank,TS,2022,8,1,1659412800000,22.8,-123.3,43,998,"LINESTRING (-123.300048827832 22.7999992374046, -123.699951171822 23.1000003817276)"
688902,2022207N11262,EP,MM,Frank,TS,2022,8,2,1659499200000,23.1,-123.7,40,999,"LINESTRING (-123.699951171822 23.1000003817276, -124.099975586079 23.3999996184661)"
688903,2022207N11262,EP,MM,Frank,TS,2022,8,2,1659499200000,23.4,-124.1,40,1000,"LINESTRING (-124.099975586079 23.3999996184661, -124.500000000336 23.7000007631849)"
688904,2022207N11262,EP,MM,Frank,TS,2022,8,2,1659499200000,23.7,-124.5,40,1001,"LINESTRING (-124.500000000336 23.7000007631849, -124.900024413695 24.0000000002874)"
688905,2022207N11262,EP,MM,Frank,TS,2022,8,2,1659499200000,24.0,-124.9,38,1003,"LINESTRING (-124.900024413695 24.0000000002874, -125.199951171912 24.3999996188458)"
688906,2022207N11262,EP,MM,Frank,TS,2022,8,2,1659499200000,24.4,-125.2,35,1004,"LINESTRING (-125.199951171912 24.3999996188458, -125.500000000397 24.7999992370333)"
688907,2022207N11262,EP,MM,Frank,TS,2022,8,2,1659499200000,24.8,-125.5,35,1005,"LINESTRING (-125.500000000397 24.7999992370333, -125.800048827983 25.2000007627205)"
688908,2022207N11262,EP,MM,Frank,DS,2022,8,2,1659499200000,25.2,-125.8,35,1005,"LINESTRING (-125.800048827983 25.2000007627205, -126.0999755862 25.6000003813179)"
688909,2022207N11262,EP,MM,Frank,DS,2022,8,2,1659499200000,25.6,-126.1,33,1006,"LINESTRING (-126.0999755862 25.6000003813179, -126.400024413786 26.0000000002371)"
688910,2022207N11262,EP,MM,Frank,DS,2022,8,3,1659585600000,26.0,-126.4,30,1006,"LINESTRING (-126.400024413786 26.0000000002371, -126.699951172003 26.3999996183737)"
688911,2022207N11262,EP,MM,Frank,DS,2022,8,3,1659585600000,26.4,-126.7,30,1007,"LINESTRING (-126.699951172003 26.3999996183737, -126.900024413816 26.8999996186752)"
688912,2022207N11262,EP,MM,Frank,DS,2022,8,3,1659585600000,26.9,-126.9,30,1007,"LINESTRING (-126.900024413816 26.8999996186752, -127.09997558626 27.3999996185769)"
688913,2022207N11262,EP,MM,Frank,DS,2022,8,3,1659585600000,27.4,-127.1,30,1007,"LINESTRING (-127.09997558626 27.3999996185769, -127.300048828073 27.8999996186362)"
688914,2022207N11262,EP,MM,Frank,DS,2022,8,3,1659585600000,27.9,-127.3,30,1007,"LINESTRING (-127.300048828073 27.8999996186362, -127.400024413846 28.3999996183616)"
688915,2022207N11262,EP,MM,Frank,DS,2022,8,3,1659585600000,28.4,-127.4,28,1008,"LINESTRING (-127.400024413846 28.3999996183616, -127.499999999619 28.8999996187255)"
688916,2022207N11262,EP,MM,Frank,DS,2022,8,3,1659585600000,28.9,-127.5,25,1008,"LINESTRING (-127.499999999619 28.8999996187255, -127.499999999619 29.3999996183118)"
688917,2022207N11262,EP,MM,Frank,DS,2022,8,3,1659585600000,29.4,-127.5,25,1008,"LINESTRING (-127.499999999619 29.3999996183118, -127.400024413846 29.8999996188065)"
689012,2022209N16246,EP,MM,Georgette,TS,2022,7,27,1658980800000,16.2,-114.2,30,1007,"LINESTRING (-114.199951172146 16.2000007632744, -114.699951172176 16.299999237158)"
689013,2022209N16246,EP,MM,Georgette,TS,2022,7,27,1658980800000,16.3,-114.7,33,1006,"LINESTRING (-114.699951172176 16.299999237158, -115.199951172206 16.299999237158)"
689014,2022209N16246,EP,MM,Georgette,TS,2022,7,27,1658980800000,16.3,-115.2,35,1005,"LINESTRING (-115.199951172206 16.299999237158, -115.699951172237 16.299999237158)"
689015,2022209N16246,EP,MM,Georgette,TS,2022,7,27,1658980800000,16.3,-115.7,38,1004,"LINESTRING (-115.699951172237 16.299999237158, -116.199951172267 16.2000007632744)"
