OBJECTID,SID,BASIN,SUBBASIN,NAME,NATURE,year,month,day,Hurricane_Date,LAT,LON,USA_WIND,USA_PRES,geometry
688160,2022148N13263,EP,MM,Agatha,DS,2022,5,27,1653710400000,12.9,-97.3,25,1008,"LINESTRING (-97.3000488280573 12.899999618655, -97.4999999996032 12.8000001904575)"
688161,2022148N13263,EP,MM,Agatha,DS,2022,5,27,1653710400000,12.8,-97.5,28,1007,"LINESTRING (-97.4999999996032 12.8000001904575, -97.6999511720473 12.8000001904575)"
688162,2022148N13263,EP,MM,Agatha,TS,2022,5,28,1653796800000,12.8,-97.7,30,1006,"LINESTRING (-97.6999511720473 12.8000001904575, -97.8000488280876 12.8000001904575)"
688163,2022148N13263,EP,MM,Agatha,TS,2022,5,28,1653796800000,12.8,-97.8,33,1005,"LINESTRING (-97.8000488280876 12.8000001904575, -97.9000244138605 12.899999618655)"
688164,2022148N13263,EP,MM,Agatha,TS,2022,5,28,1653796800000,12.9,-97.9,35,1004,"LINESTRING (-97.9000244138605 12.899999618655, -97.9000244138605 13.0000000001707)"
688165,2022148N13263,EP,MM,Agatha,TS,2022,5,28,1653796800000,13.0,-97.9,38,1003,"LINESTRING (-97.9000244138605 13.0000000001707, -97.9000244138605 13.1999998090985)"
688166,2022148N13263,EP,MM,Agatha,TS,2022,5,28,1653796800000,13.2,-97.9,40,1002,"LINESTRING (-97.9000244138605 13.1999998090985, -97.9999999996334 13.399999618159)"
688167,2022148N13263,EP,MM,Agatha,TS,2022,5,28,1653796800000,13.4,-98.0,45,1000,"LINESTRING (-97.9999999996334 13.399999618159, -98.1999511720775 13.6000003815828)"
688168,2022148N13263,EP,MM,Agatha,TS,2022,5,28,1653796800000,13.6,-98.2,50,998,"LINESTRING (-98.1999511720775 13.6000003815828, -98.4999999996636 13.6999998096696)"
688169,2022148N13263,EP,MM,Agatha,TS,2022,5,28,1653796800000,13.7,-98.5,53,997,"LINESTRING (-98.4999999996636 13.6999998096696, -98.800048828148 13.8000001903407)"
688170,2022148N13263,EP,MM,Agatha,TS,2022,5,29,1653883200000,13.8,-98.8,55,996,"LINESTRING (-98.800048828148 13.8000001903407, -98.9999999996938 13.8999996188537)"
688171,2022148N13263,EP,MM,Agatha,TS,2022,5,29,1653883200000,13.9,-99.0,60,994,"LINESTRING (-98.9999999996938 13.8999996188537, -99.0999755863651 13.8999996188537)"
688172,2022148N13263,EP,MM,Agatha,TS,2022,5,29,1653883200000,13.9,-99.1,65,992,"LINESTRING (-99.0999755863651 13.8999996188537, -99.0999755863651 14.0000000003359)"
688173,2022148N13263,EP,MM,Agatha,TS,2022,5,29,1653883200000,14.0,-99.1,70,987,"LINESTRING (-99.0999755863651 14.0000000003359, -99.0899658199525 14.0000000003359)"
688174,2022148N13263,EP,MM,Agatha,TS,2022,5,29,1653883200000,14.0,-99.09,75,981,"LINESTRING (-99.0899658199525 14.0000000003359, -98.9999999996938 14.0000000003359)"
688175,2022148N13263,EP,MM,Agatha,TS,2022,5,29,1653883200000,14.0,-99.0,85,973,"LINESTRING (-98.9999999996938 14.0000000003359, -98.9000244139209 14.0000000003359)"
688176,2022148N13263,EP,MM,Agatha,TS,2022,5,29,1653883200000,14.0,-98.9,95,964,"LINESTRING (-98.9000244139209 14.0000000003359, -98.6999511721078 14.1000003816827)"
688177,2022148N13263,EP,MM,Agatha,TS,2022,5,29,1653883200000,14.1,-98.7,95,964,"LINESTRING (-98.6999511721078 14.1000003816827, -98.4999999996636 14.3000001906163)"
688178,2022148N13263,EP,MM,Agatha,TS,2022,5,30,1653969600000,14.3,-98.5,95,964,"LINESTRING (-98.4999999996636 14.3000001906163, -98.3000488281178 14.3999996189063)"
688179,2022148N13263,EP,MM,Agatha,TS,2022,5,30,1653969600000,14.4,-98.3,93,966,"LINESTRING (-98.3000488281178 14.3999996189063, -97.9999999996334 14.6000003816703)"
688180,2022148N13263,EP,MM,Agatha,TS,2022,5,30,1653969600000,14.6,-98.0,90,968,"LINESTRING (-97.9999999996334 14.6000003816703, -97.6999511720473 14.8000001909962)"
688181,2022148N13263,EP,MM,Agatha,TS,2022,5,30,1653969600000,14.8,-97.7,88,974,"LINESTRING (-97.6999511720473 14.8000001909962, -97.4000244138303 14.9999999999315)"
688182,2022148N13263,EP,MM,Agatha,TS,2022,5,30,1653969600000,15.0,-97.4,85,979,"LINESTRING (-97.4000244138303 14.9999999999315, -97.1999511720171 15.1999998096178)"
688183,2022148N13263,EP,MM,Agatha,TS,2022,5,30,1653969600000,15.2,-97.2,88,977,"LINESTRING (-97.1999511720171 15.1999998096178, -96.9000244138001 15.3999996183638)"
688184,2022148N13263,EP,MM,Agatha,TS,2022,5,30,1653969600000,15.4,-96.9,90,974,"LINESTRING (-96.9000244138001 15.3999996183638, -96.599975586214 15.6999998089531)"
688185,2022148N13263,EP,MM,Agatha,TS,2022,5,30,1653969600000,15.7,-96.6,90,971,"LINESTRING (-96.599975586214 15.6999998089531, -96.4000244137698 15.8999996181267)"
688186,2022148N13263,EP,MM,Agatha,TS,2022,5,31,1654056000000,15.9,-96.4,70,983,"LINESTRING (-96.4000244137698 15.8999996181267, -96.0999755861838 16.2000007632744)"
688187,2022148N13263,EP,MM,Agatha,TS,2022,5,31,1654056000000,16.2,-96.1,60,991,"LINESTRING (-96.0999755861838 16.2000007632744, -95.8000488279667 16.5000000004248)"
688188,2022148N13263,EP,MM,Agatha,TS,2022,5,31,1654056000000,16.5,-95.8,50,998,"LINESTRING (-95.8000488279667 16.5000000004248, -95.5000000003807 16.7000007632677)"
688189,2022148N13263,EP,MM,Agatha,TS,2022,5,31,1654056000000,16.7,-95.5,40,1001,"LINESTRING (-95.5000000003807 16.7000007632677, -95.3000488279365 17.0000000001936)"
688190,2022148N13263,EP,MM,Agatha,TS,2022,5,31,1654056000000,17.0,-95.3,30,1004,"LINESTRING (-95.3000488279365 17.0000000001936, -95.0999755861233 17.3999996185845)"
688191,2022148N13263,EP,MM,Agatha,TS,2022,5,31,1654056000000,17.4,-95.1,25,1005,"LINESTRING (-95.0999755861233 17.3999996185845, -94.9000244136792 17.7000007626176)"
688192,2022148N13263,EP,MM,Agatha,DS,2022,5,31,1654056000000,17.7,-94.9,20,1005,"LINESTRING (-94.9000244136792 17.7000007626176, -94.8000488279063 17.8999996181107)"
688193,2022148N13263,EP,MM,Agatha,DS,2022,5,31,1654056000000,17.9,-94.8,20,1006,"LINESTRING (-94.8000488279063 17.8999996181107, -94.699951171866 18.000000000422)"
688194,2022148N13263,EP,MM,Agatha,DS,2022,6,1,1654142400000,18.0,-94.7,20,1006,"LINESTRING (-94.699951171866 18.000000000422, -94.5999755860932 18.1000003812774)"
688195,2022148N13263,EP,MM,Agatha,DS,2022,6,1,1654142400000,18.1,-94.6,20,1007,"LINESTRING (-94.5999755860932 18.1000003812774, -94.5999755860932 18.2999992368814)"
688196,2022154N21273,NA,NA,Alex,DS,2022,6,2,1654228800000,21.3,-87.5,30,1004,"LINESTRING (-87.4999999998973 21.2999992373339, -87.4000244141243 21.5000000001851)"
688197,2022154N21273,NA,GM,Alex,DS,2022,6,2,1654228800000,21.5,-87.4,30,1004,"LINESTRING (-87.4000244141243 21.5000000001851, -87.3000488283514 21.6000003812848)"
688198,2022154N21273,NA,GM,Alex,DS,2022,6,3,1654315200000,21.6,-87.3,30,1003,"LINESTRING (-87.3000488283514 21.6000003812848, -87.1999511723112 21.7000007630682)"
688199,2022154N21273,NA,GM,Alex,DS,2022,6,3,1654315200000,21.7,-87.2,33,1003,"LINESTRING (-87.1999511723112 21.7000007630682, -87.09997558564 21.8999996185335)"
688200,2022154N21273,NA,GM,Alex,DS,2022,6,3,1654315200000,21.9,-87.1,35,1003,"LINESTRING (-87.09997558564 21.8999996185335, -86.999999999867 21.9999999996193)"
688201,2022154N21273,NA,GM,Alex,DS,2022,6,3,1654315200000,22.0,-87.0,35,1003,"LINESTRING (-86.999999999867 21.9999999996193, -86.9000244140941 22.2000007631004)"
688202,2022154N21273,NA,GM,Alex,DS,2022,6,3,1654315200000,22.2,-86.9,35,1003,"LINESTRING (-86.9000244140941 22.2000007631004, -86.699951172281 22.3999996187733)"
688203,2022154N21273,NA,GM,Alex,DS,2022,6,3,1654315200000,22.4,-86.7,35,1003,"LINESTRING (-86.699951172281 22.3999996187733, -86.300048828291 22.7999992374046)"
688204,2022154N21273,NA,GM,Alex,DS,2022,6,3,1654315200000,22.8,-86.3,35,1003,"LINESTRING (-86.300048828291 22.7999992374046, -85.8000488282608 23.2999992372356)"
688205,2022154N21273,NA,GM,Alex,DS,2022,6,3,1654315200000,23.3,-85.8,35,1003,"LINESTRING (-85.8000488282608 23.2999992372356, -85.0999755855191 23.8999996181619)"
688206,2022154N21273,NA,GM,Alex,DS,2022,6,4,1654401600000,23.9,-85.1,35,1003,"LINESTRING (-85.0999755855191 23.8999996181619, -84.4000244139431 24.3999996188458)"
688207,2022154N21273,NA,GM,Alex,DS,2022,6,4,1654401600000,24.4,-84.4,35,1003,"LINESTRING (-84.4000244139431 24.3999996188458, -83.6999511720997 25.0000000003888)"
688208,2022154N21273,NA,GM,Alex,DS,2022,6,4,1654401600000,25.0,-83.7,35,1003,"LINESTRING (-83.6999511720997 25.0000000003888, -82.9000244138524 25.6000003813179)"
688209,2022154N21273,NA,GM,Alex,DS,2022,6,4,1654401600000,25.6,-82.9,35,1003,"LINESTRING (-82.9000244138524 25.6000003813179, -81.9999999995649 26.2000007630668)"
688210,2022154N21273,NA,GM,Alex,DS,2022,6,4,1654401600000,26.2,-82.0,35,1002,"LINESTRING (-81.9999999995649 26.2000007630668, -81.1999511719486 26.700000762971)"
688211,2022154N21273,NA,NA,Alex,DS,2022,6,4,1654401600000,26.7,-81.2,38,1002,"LINESTRING (-81.1999511719486 26.700000762971, -80.4000244137014 27.2000007630322)"
688212,2022154N21273,NA,NA,Alex,DS,2022,6,4,1654401600000,27.2,-80.4,40,1001,"LINESTRING (-80.4000244137014 27.2000007630322, -79.5999755860851 27.6000003811229)"
688213,2022154N21273,NA,NA,Alex,DS,2022,6,4,1654401600000,27.6,-79.6,40,1000,"LINESTRING (-79.5999755860851 27.6000003811229, -78.8000488278378 28.0000000003889)"
688214,2022154N21273,NA,NA,Alex,TS,2022,6,5,1654488000000,28.0,-78.8,40,999,"LINESTRING (-78.8000488278378 28.0000000003889, -78.0000000002215 28.3999996183616)"
688215,2022154N21273,NA,NA,Alex,TS,2022,6,5,1654488000000,28.4,-78.0,43,997,"LINESTRING (-78.0000000002215 28.3999996183616, -77.1999511717069 28.7999992372906)"
688216,2022154N21273,NA,NA,Alex,TS,2022,6,5,1654488000000,28.8,-77.2,45,995,"LINESTRING (-77.1999511717069 28.7999992372906, -76.1999511716465 29.2999992370986)"
688217,2022154N21273,NA,NA,Alex,TS,2022,6,5,1654488000000,29.3,-76.2,48,994,"LINESTRING (-76.1999511716465 29.2999992370986, -75.0000000000403 29.8999996188065)"
688218,2022154N21273,NA,NA,Alex,TS,2022,6,5,1654488000000,29.9,-75.0,50,993,"LINESTRING (-75.0000000000403 29.8999996188065, -73.800048828434 30.3999996185044)"
688219,2022154N21273,NA,NA,Alex,TS,2022,6,5,1654488000000,30.4,-73.8,55,989,"LINESTRING (-73.800048828434 30.3999996185044, -72.4999999998892 31.0000000001199)"
688220,2022154N21273,NA,NA,Alex,TS,2022,6,5,1654488000000,31.0,-72.5,60,985,"LINESTRING (-72.4999999998892 31.0000000001199, -71.300048828283 31.6000003815615)"
688221,2022154N21273,NA,NA,Alex,TS,2022,6,5,1654488000000,31.6,-71.3,60,985,"LINESTRING (-71.300048828283 31.6000003815615, -70.1999511721823 32.0999984742584)"
688222,2022154N21273,NA,NA,Alex,TS,2022,6,6,1654574400000,32.1,-70.2,60,984,"LINESTRING (-70.1999511721823 32.0999984742584, -68.9999999996777 32.5999984738153)"
688223,2022154N21273,NA,NA,Alex,TS,2022,6,6,1654574400000,32.6,-69.0,58,986,"LINESTRING (-68.9999999996777 32.5999984738153, -67.8000488280715 33.000000000046)"
688224,2022154N21273,NA,NA,Alex,TS,2022,6,6,1654574400000,33.0,-67.8,55,987,"LINESTRING (-67.8000488280715 33.000000000046, -66.500000000425 33.4000015261662)"
688225,2022154N21273,NA,NA,Alex,TS,2022,6,6,1654574400000,33.4,-66.5,55,990,"LINESTRING (-66.500000000425 33.4000015261662, -65.1999511718802 33.7999992374135)"
688226,2022154N21273,NA,NA,Alex,DS,2022,6,6,1654574400000,33.8,-65.2,55,992,"LINESTRING (-65.1999511718802 33.7999992374135, -63.6999511717895 34.2000007629932)"
688227,2022154N21273,NA,NA,Alex,DS,2022,6,6,1654574400000,34.2,-63.7,53,993,"LINESTRING (-63.6999511717895 34.2000007629932, -62.1999511716989 34.7000007631465)"
688228,2022165N14258,EP,MM,Blas,TS,2022,6,14,1655265600000,13.6,-102.5,35,1004,"LINESTRING (-102.499999999905 13.6000003815828, -102.300048828359 13.8000001903407)"
688229,2022165N14258,EP,MM,Blas,TS,2022,6,14,1655265600000,13.8,-102.3,38,1003,"LINESTRING (-102.300048828359 13.8000001903407, -102.099975585648 14.0000000003359)"
688230,2022165N14258,EP,MM,Blas,TS,2022,6,14,1655265600000,14.0,-102.1,40,1002,"LINESTRING (-102.099975585648 14.0000000003359, -101.999999999875 14.1999998089941)"
688231,2022165N14258,EP,MM,Blas,TS,2022,6,14,1655265600000,14.2,-102.0,43,1001,"LINESTRING (-101.999999999875 14.1999998089941, -101.999999999875 14.3999996189063)"
688232,2022165N14258,EP,MM,Blas,TS,2022,6,14,1655265600000,14.4,-102.0,45,1000,"LINESTRING (-101.999999999875 14.3999996189063, -101.999999999875 14.499999999936)"
688233,2022165N14258,EP,MM,Blas,TS,2022,6,14,1655265600000,14.5,-102.0,45,999,"LINESTRING (-101.999999999875 14.499999999936, -101.999999999875 14.6000003816703)"
688234,2022165N14258,EP,MM,Blas,TS,2022,6,15,1655352000000,14.6,-102.0,45,998,"LINESTRING (-101.999999999875 14.6000003816703, -101.989990234361 14.6000003816703)"
688235,2022165N14258,EP,MM,Blas,TS,2022,6,15,1655352000000,14.6,-101.99,50,996,"LINESTRING (-101.989990234361 14.6000003816703, -102.099975585648 14.6999998095738)"
688236,2022165N14258,EP,MM,Blas,TS,2022,6,15,1655352000000,14.7,-102.1,55,994,"LINESTRING (-102.099975585648 14.6999998095738, -102.199951172319 14.8000001909962)"
688237,2022165N14258,EP,MM,Blas,TS,2022,6,15,1655352000000,14.8,-102.2,60,991,"LINESTRING (-102.199951172319 14.8000001909962, -102.300048828359 14.8999996188863)"
688238,2022165N14258,EP,MM,Blas,TS,2022,6,15,1655352000000,14.9,-102.3,65,987,"LINESTRING (-102.300048828359 14.8999996188863, -102.400024414132 14.9999999999315)"
688239,2022165N14258,EP,MM,Blas,TS,2022,6,15,1655352000000,15.0,-102.4,70,983,"LINESTRING (-102.400024414132 14.9999999999315, -102.499999999905 15.1000003813459)"
688240,2022165N14258,EP,MM,Blas,TS,2022,6,15,1655352000000,15.1,-102.5,75,979,"LINESTRING (-102.499999999905 15.1000003813459, -102.699951171451 15.1999998096178)"
688241,2022165N14258,EP,MM,Blas,TS,2022,6,15,1655352000000,15.2,-102.7,75,979,"LINESTRING (-102.699951171451 15.1999998096178, -102.999999999936 15.3999996183638)"
688242,2022165N14258,EP,MM,Blas,TS,2022,6,16,1655438400000,15.4,-103.0,75,978,"LINESTRING (-102.999999999936 15.3999996183638, -103.30004882842 15.6000003818445)"
688243,2022165N14258,EP,MM,Blas,TS,2022,6,16,1655438400000,15.6,-103.3,75,979,"LINESTRING (-103.30004882842 15.6000003818445, -103.699951171512 15.6999998089531)"
688244,2022165N14258,EP,MM,Blas,TS,2022,6,16,1655438400000,15.7,-103.7,75,979,"LINESTRING (-103.699951171512 15.6999998089531, -103.999999999996 15.6999998089531)"
688245,2022165N14258,EP,MM,Blas,TS,2022,6,16,1655438400000,15.7,-104.0,73,980,"LINESTRING (-103.999999999996 15.6999998089531, -104.30004882848 15.8000001911128)"
688246,2022165N14258,EP,MM,Blas,TS,2022,6,16,1655438400000,15.8,-104.3,70,981,"LINESTRING (-104.30004882848 15.8000001911128, -104.699951171572 15.8999996181267)"
688247,2022165N14258,EP,MM,Blas,TS,2022,6,16,1655438400000,15.9,-104.7,70,982,"LINESTRING (-104.699951171572 15.8999996181267, -105.099975585829 16.1000003815856)"
688248,2022165N14258,EP,MM,Blas,TS,2022,6,16,1655438400000,16.1,-105.1,70,982,"LINESTRING (-105.099975585829 16.1000003815856, -105.500000000087 16.299999237158)"
688249,2022165N14258,EP,MM,Blas,TS,2022,6,16,1655438400000,16.3,-105.5,70,982,"LINESTRING (-105.500000000087 16.299999237158, -105.900024414344 16.6000003812467)"
688250,2022165N14258,EP,MM,Blas,TS,2022,6,17,1655524800000,16.6,-105.9,70,982,"LINESTRING (-105.900024414344 16.6000003812467, -106.400024414374 16.7999992371221)"
688251,2022165N14258,EP,MM,Blas,TS,2022,6,17,1655524800000,16.8,-106.4,73,981,"LINESTRING (-106.400024414374 16.7999992371221, -106.900024414404 17.0000000001936)"
688252,2022165N14258,EP,MM,Blas,TS,2022,6,17,1655524800000,17.0,-106.9,75,979,"LINESTRING (-106.900024414404 17.0000000001936, -107.500000000207 17.2000007629882)"
688253,2022165N14258,EP,MM,Blas,TS,2022,6,17,1655524800000,17.2,-107.5,75,979,"LINESTRING (-107.500000000207 17.2000007629882, -108.199951171783 17.3999996185845)"
688254,2022165N14258,EP,MM,Blas,TS,2022,6,17,1655524800000,17.4,-108.2,75,979,"LINESTRING (-108.199951171783 17.3999996185845, -108.699951171814 17.3999996185845)"
688255,2022165N14258,EP,MM,Blas,TS,2022,6,17,1655524800000,17.4,-108.7,75,980,"LINESTRING (-108.699951171814 17.3999996185845, -109.199951171844 17.3999996185845)"
688256,2022165N14258,EP,MM,Blas,TS,2022,6,17,1655524800000,17.4,-109.2,75,980,"LINESTRING (-109.199951171844 17.3999996185845, -109.599975586101 17.499999999791)"
688257,2022165N14258,EP,MM,Blas,TS,2022,6,17,1655524800000,17.5,-109.6,70,983,"LINESTRING (-109.599975586101 17.499999999791, -109.900024413687 17.6000003813647)"
688258,2022165N14258,EP,MM,Blas,TS,2022,6,18,1655611200000,17.6,-109.9,65,986,"LINESTRING (-109.900024413687 17.6000003813647, -110.199951171904 17.7000007626176)"
688259,2022165N14258,EP,MM,Blas,TS,2022,6,18,1655611200000,17.7,-110.2,60,990,"LINESTRING (-110.199951171904 17.7000007626176, -110.400024413717 17.7999992371386)"
688260,2022165N14258,EP,MM,Blas,TS,2022,6,18,1655611200000,17.8,-110.4,55,993,"LINESTRING (-110.400024413717 17.7999992371386, -110.599975586162 17.8999996181107)"
688261,2022165N14258,EP,MM,Blas,TS,2022,6,18,1655611200000,17.9,-110.6,50,995,"LINESTRING (-110.599975586162 17.8999996181107, -110.800048827975 18.000000000422)"
688262,2022165N14258,EP,MM,Blas,TS,2022,6,18,1655611200000,18.0,-110.8,45,997,"LINESTRING (-110.800048827975 18.000000000422, -111.000000000419 18.1000003812774)"
688263,2022165N14258,EP,MM,Blas,TS,2022,6,18,1655611200000,18.1,-111.0,45,998,"LINESTRING (-111.000000000419 18.1000003812774, -111.300048828005 18.2999992368814)"
688264,2022165N14258,EP,MM,Blas,TS,2022,6,18,1655611200000,18.3,-111.3,45,999,"LINESTRING (-111.300048828005 18.2999992368814, -111.500000000449 18.5000000002872)"
688265,2022165N14258,EP,MM,Blas,TS,2022,6,18,1655611200000,18.5,-111.5,43,1000,"LINESTRING (-111.500000000449 18.5000000002872, -111.699951171995 18.6000003816104)"
688266,2022165N14258,EP,MM,Blas,TS,2022,6,19,1655697600000,18.6,-111.7,40,1001,"LINESTRING (-111.699951171995 18.6000003816104, -111.900024413808 18.7000007633111)"
688267,2022165N14258,EP,MM,Blas,TS,2022,6,19,1655697600000,18.7,-111.9,40,1002,"LINESTRING (-111.900024413808 18.7000007633111, -111.999999999581 18.7999992367456)"
688268,2022165N14258,EP,MM,Blas,TS,2022,6,19,1655697600000,18.8,-112.0,40,1002,"LINESTRING (-111.999999999581 18.7999992367456, -112.099975586252 18.899999618207)"
688269,2022165N14258,EP,MM,Blas,TS,2022,6,19,1655697600000,18.9,-112.1,40,1002,"LINESTRING (-112.099975586252 18.899999618207, -112.199951172025 18.899999618207)"
688270,2022165N14258,EP,MM,Blas,TS,2022,6,19,1655697600000,18.9,-112.2,40,1002,"LINESTRING (-112.199951172025 18.899999618207, -112.300048828065 18.899999618207)"
688271,2022165N14258,EP,MM,Blas,TS,2022,6,19,1655697600000,18.9,-112.3,38,1003,"LINESTRING (-112.300048828065 18.899999618207, -112.400024413838 19.0000000001198)"
688272,2022165N14258,EP,MM,Blas,DS,2022,6,19,1655697600000,19.0,-112.4,35,1003,"LINESTRING (-112.400024413838 19.0000000001198, -112.499999999611 19.1000003815741)"
688273,2022165N14258,EP,MM,Blas,DS,2022,6,19,1655697600000,19.1,-112.5,35,1004,"LINESTRING (-112.499999999611 19.1000003815741, -112.699951172055 19.1000003815741)"
688274,2022165N14258,EP,MM,Blas,DS,2022,6,20,1655784000000,19.1,-112.7,35,1004,"LINESTRING (-112.699951172055 19.1000003815741, -112.800048828096 19.1000003815741)"
688275,2022165N14258,EP,MM,Blas,DS,2022,6,20,1655784000000,19.1,-112.8,33,1005,"LINESTRING (-112.800048828096 19.1000003815741, -112.999999999641 19.1000003815741)"
688276,2022165N14258,EP,MM,Blas,DS,2022,6,20,1655784000000,19.1,-113.0,30,1005,"LINESTRING (-112.999999999641 19.1000003815741, -113.199951172086 19.1000003815741)"
688277,2022165N14258,EP,MM,Blas,DS,2022,6,20,1655784000000,19.1,-113.2,30,1006,"LINESTRING (-113.199951172086 19.1000003815741, -113.400024413899 19.1000003815741)"
688278,2022165N14258,EP,MM,Blas,DS,2022,6,20,1655784000000,19.1,-113.4,30,1006,"LINESTRING (-113.400024413899 19.1000003815741, -113.599975586343 19.0000000001198)"
688279,2022165N14258,EP,MM,Blas,DS,2022,6,20,1655784000000,19.0,-113.6,30,1006,"LINESTRING (-113.599975586343 19.0000000001198, -113.800048828156 19.0000000001198)"
688280,2022165N14258,EP,MM,Blas,DS,2022,6,20,1655784000000,19.0,-113.8,30,1006,"LINESTRING (-113.800048828156 19.0000000001198, -114.099975586373 19.0000000001198)"
688281,2022165N14258,EP,MM,Blas,DS,2022,6,20,1655784000000,19.0,-114.1,28,1007,"LINESTRING (-114.099975586373 19.0000000001198, -114.300048828186 19.0000000001198)"
688282,2022165N14258,EP,MM,Blas,DS,2022,6,21,1655870400000,19.0,-114.3,25,1007,"LINESTRING (-114.300048828186 19.0000000001198, -114.499999999732 19.0000000001198)"
688283,2022165N14258,EP,MM,Blas,DS,2022,6,21,1655870400000,19.0,-114.5,25,1007,"LINESTRING (-114.499999999732 19.0000000001198, -114.599975585505 19.1000003815741)"
688284,2022165N14258,EP,MM,Blas,DS,2022,6,21,1655870400000,19.1,-114.6,25,1007,"LINESTRING (-114.599975585505 19.1000003815741, -114.699951172176 19.1000003815741)"
688285,2022165N14258,EP,MM,Blas,DS,2022,6,21,1655870400000,19.1,-114.7,25,1007,"LINESTRING (-114.699951172176 19.1000003815741, -114.900024413989 19.2000007631631)"
688286,2022165N14258,EP,MM,Blas,DS,2022,6,21,1655870400000,19.2,-114.9,25,1007,"LINESTRING (-114.900024413989 19.2000007631631, -115.099975585535 19.2999992368073)"
688287,2022165N14258,EP,MM,Blas,DS,2022,6,21,1655870400000,19.3,-115.1,25,1007,"LINESTRING (-115.099975585535 19.2999992368073, -115.40002441402 19.2999992368073)"
688288,2022165N14258,EP,MM,Blas,DS,2022,6,21,1655870400000,19.3,-115.4,25,1007,"LINESTRING (-115.40002441402 19.2999992368073, -115.699951172237 19.2999992368073)"
688289,2022165N14258,EP,MM,Blas,DS,2022,6,21,1655870400000,19.3,-115.7,25,1007,"LINESTRING (-115.699951172237 19.2999992368073, -115.90002441405 19.2999992368073)"
688290,2022165N14258,EP,MM,Blas,DS,2022,6,22,1655956800000,19.3,-115.9,25,1007,"LINESTRING (-115.90002441405 19.2999992368073, -116.199951172267 19.2999992368073)"
688291,2022165N14258,EP,MM,Blas,DS,2022,6,22,1655956800000,19.3,-116.2,23,1008,"LINESTRING (-116.199951172267 19.2999992368073, -116.40002441408 19.2999992368073)"
688292,2022165N14258,EP,MM,Blas,DS,2022,6,22,1655956800000,19.3,-116.4,20,1008,"LINESTRING (-116.40002441408 19.2999992368073, -116.499999999853 19.2999992368073)"
688293,2022165N14258,EP,MM,Blas,DS,2022,6,22,1655956800000,19.3,-116.5,20,1008,"LINESTRING (-116.499999999853 19.2999992368073, -116.599975585626 19.2999992368073)"
688294,2022165N14258,EP,MM,Blas,DS,2022,6,22,1655956800000,19.3,-116.6,20,1008,"LINESTRING (-116.599975585626 19.2999992368073, -116.699951172297 19.2999992368073)"
688295,2022165N14258,EP,MM,Blas,DS,2022,6,22,1655956800000,19.3,-116.7,20,1009,"LINESTRING (-116.699951172297 19.2999992368073, -116.800048828337 19.2000007631631)"
688296,2022167N11269,EP,MM,Celia,DS,2022,6,16,1655438400000,11.1,-91.1,25,1007,"LINESTRING (-91.0999755858817 11.1000003816197, -90.9000244143358 11.0000000000286)"
688297,2022167N11269,EP,MM,Celia,DS,2022,6,16,1655438400000,11.0,-90.9,25,1007,"LINESTRING (-90.9000244143358 11.0000000000286, -90.6999511716244 10.8999996182727)"
688298,2022167N11269,EP,MM,Celia,DS,2022,6,16,1655438400000,10.9,-90.7,25,1007,"LINESTRING (-90.6999511716244 10.8999996182727, -90.5000000000785 10.8000001904502)"
688299,2022167N11269,EP,MM,Celia,DS,2022,6,16,1655438400000,10.8,-90.5,25,1007,"LINESTRING (-90.5000000000785 10.8000001904502, -90.3000488285327 10.6999998096884)"
688300,2022167N11269,EP,MM,Celia,DS,2022,6,16,1655438400000,10.7,-90.3,25,1007,"LINESTRING (-90.3000488285327 10.6999998096884, -90.0999755858212 10.6999998096884)"
688301,2022167N11269,EP,MM,Celia,DS,2022,6,16,1655438400000,10.7,-90.1,28,1007,"LINESTRING (-90.0999755858212 10.6999998096884, -90.0000000000483 10.6999998096884)"
688302,2022167N11269,EP,MM,Celia,TS,2022,6,16,1655438400000,10.7,-90.0,30,1006,"LINESTRING (-90.0000000000483 10.6999998096884, -89.8000488285025 10.6999998096884)"
688303,2022167N11269,EP,MM,Celia,TS,2022,6,16,1655438400000,10.7,-89.8,33,1005,"LINESTRING (-89.8000488285025 10.6999998096884, -89.6999511715639 10.8000001904502)"
688304,2022167N11269,EP,MM,Celia,TS,2022,6,17,1655524800000,10.8,-89.7,35,1004,"LINESTRING (-89.6999511715639 10.8000001904502, -89.599975585791 10.8999996182727)"
688305,2022167N11269,EP,MM,Celia,TS,2022,6,17,1655524800000,10.9,-89.6,35,1004,"LINESTRING (-89.599975585791 10.8999996182727, -89.5000000000181 11.1000003816197)"
688306,2022167N11269,EP,MM,Celia,TS,2022,6,17,1655524800000,11.1,-89.5,35,1004,"LINESTRING (-89.5000000000181 11.1000003816197, -89.4000244142452 11.1999998097018)"
688307,2022167N11269,EP,MM,Celia,TS,2022,6,17,1655524800000,11.2,-89.4,35,1004,"LINESTRING (-89.4000244142452 11.1999998097018, -89.4000244142452 11.3999996182885)"
688308,2022167N11269,EP,MM,Celia,TS,2022,6,17,1655524800000,11.4,-89.4,35,1004,"LINESTRING (-89.4000244142452 11.3999996182885, -89.4000244142452 11.500000000036)"
688309,2022167N11269,EP,MM,Celia,TS,2022,6,17,1655524800000,11.5,-89.4,35,1004,"LINESTRING (-89.4000244142452 11.500000000036, -89.3000488284723 11.6999998088876)"
